Record_ID,Employee_ID,Month,Department,Compliance_Area,Requirement,Legal_Reference,Actual,Status,Risk_Level,Owner,Action_Due_Date,Closure_Status,Source_URL
COMP-EMP0100-01,EMP0100,2026-06-01,Information Technology,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0100-02,EMP0100,2026-06-01,Information Technology,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0100-03,EMP0100,2026-06-01,Information Technology,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0100-04,EMP0100,2026-06-01,Information Technology,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0100-05,EMP0100,2026-06-01,Information Technology,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0100-06,EMP0100,2026-06-01,Information Technology,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,No,Non-Compliant,High,HR & Compliance,2026-07-31,Open,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0100-07,EMP0100,2026-06-01,Information Technology,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0100-08,EMP0100,2026-06-01,Information Technology,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Available,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0100-09,EMP0100,2026-06-01,Information Technology,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0101-01,EMP0101,2026-06-01,Administration,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0101-02,EMP0101,2026-06-01,Administration,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0101-03,EMP0101,2026-06-01,Administration,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0101-04,EMP0101,2026-06-01,Administration,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0101-05,EMP0101,2026-06-01,Administration,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0101-06,EMP0101,2026-06-01,Administration,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0101-07,EMP0101,2026-06-01,Administration,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0101-08,EMP0101,2026-06-01,Administration,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Available,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0101-09,EMP0101,2026-06-01,Administration,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0102-01,EMP0102,2026-06-01,Finance & Accounts,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0102-02,EMP0102,2026-06-01,Finance & Accounts,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0102-03,EMP0102,2026-06-01,Finance & Accounts,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0102-04,EMP0102,2026-06-01,Finance & Accounts,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0102-05,EMP0102,2026-06-01,Finance & Accounts,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0102-06,EMP0102,2026-06-01,Finance & Accounts,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0102-07,EMP0102,2026-06-01,Finance & Accounts,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0102-08,EMP0102,2026-06-01,Finance & Accounts,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Available,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0102-09,EMP0102,2026-06-01,Finance & Accounts,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0103-01,EMP0103,2026-06-01,Administration,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0103-02,EMP0103,2026-06-01,Administration,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0103-03,EMP0103,2026-06-01,Administration,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0103-04,EMP0103,2026-06-01,Administration,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0103-05,EMP0103,2026-06-01,Administration,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0103-06,EMP0103,2026-06-01,Administration,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,No,Non-Compliant,High,HR & Compliance,2026-07-31,Open,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0103-07,EMP0103,2026-06-01,Administration,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0103-08,EMP0103,2026-06-01,Administration,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Not Required/Below Threshold,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0103-09,EMP0103,2026-06-01,Administration,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0104-01,EMP0104,2026-06-01,Information Technology,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0104-02,EMP0104,2026-06-01,Information Technology,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,No,Non-Compliant,Medium,HR & Compliance,2026-07-31,Open,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0104-03,EMP0104,2026-06-01,Information Technology,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0104-04,EMP0104,2026-06-01,Information Technology,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0104-05,EMP0104,2026-06-01,Information Technology,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0104-06,EMP0104,2026-06-01,Information Technology,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0104-07,EMP0104,2026-06-01,Information Technology,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0104-08,EMP0104,2026-06-01,Information Technology,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Not Required/Below Threshold,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0104-09,EMP0104,2026-06-01,Information Technology,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0105-01,EMP0105,2026-06-01,Administration,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0105-02,EMP0105,2026-06-01,Administration,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0105-03,EMP0105,2026-06-01,Administration,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0105-04,EMP0105,2026-06-01,Administration,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0105-05,EMP0105,2026-06-01,Administration,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0105-06,EMP0105,2026-06-01,Administration,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0105-07,EMP0105,2026-06-01,Administration,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0105-08,EMP0105,2026-06-01,Administration,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Not Required/Below Threshold,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0105-09,EMP0105,2026-06-01,Administration,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0106-01,EMP0106,2026-06-01,Human Resources,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0106-02,EMP0106,2026-06-01,Human Resources,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0106-03,EMP0106,2026-06-01,Human Resources,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0106-04,EMP0106,2026-06-01,Human Resources,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0106-05,EMP0106,2026-06-01,Human Resources,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0106-06,EMP0106,2026-06-01,Human Resources,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0106-07,EMP0106,2026-06-01,Human Resources,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0106-08,EMP0106,2026-06-01,Human Resources,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Available,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0106-09,EMP0106,2026-06-01,Human Resources,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0107-01,EMP0107,2026-06-01,Supply Chain,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0107-02,EMP0107,2026-06-01,Supply Chain,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0107-03,EMP0107,2026-06-01,Supply Chain,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0107-04,EMP0107,2026-06-01,Supply Chain,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0107-05,EMP0107,2026-06-01,Supply Chain,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0107-06,EMP0107,2026-06-01,Supply Chain,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0107-07,EMP0107,2026-06-01,Supply Chain,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0107-08,EMP0107,2026-06-01,Supply Chain,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Not Required/Below Threshold,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0107-09,EMP0107,2026-06-01,Supply Chain,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0108-01,EMP0108,2026-06-01,Production,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0108-02,EMP0108,2026-06-01,Production,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0108-03,EMP0108,2026-06-01,Production,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0108-04,EMP0108,2026-06-01,Production,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0108-05,EMP0108,2026-06-01,Production,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0108-06,EMP0108,2026-06-01,Production,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0108-07,EMP0108,2026-06-01,Production,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0108-08,EMP0108,2026-06-01,Production,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Available,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0108-09,EMP0108,2026-06-01,Production,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0109-01,EMP0109,2026-06-01,Quality Assurance,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0109-02,EMP0109,2026-06-01,Quality Assurance,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0109-03,EMP0109,2026-06-01,Quality Assurance,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0109-04,EMP0109,2026-06-01,Quality Assurance,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0109-05,EMP0109,2026-06-01,Quality Assurance,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0109-06,EMP0109,2026-06-01,Quality Assurance,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0109-07,EMP0109,2026-06-01,Quality Assurance,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0109-08,EMP0109,2026-06-01,Quality Assurance,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Available,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0109-09,EMP0109,2026-06-01,Quality Assurance,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0110-01,EMP0110,2026-06-01,Sales & Marketing,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0110-02,EMP0110,2026-06-01,Sales & Marketing,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0110-03,EMP0110,2026-06-01,Sales & Marketing,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0110-04,EMP0110,2026-06-01,Sales & Marketing,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0110-05,EMP0110,2026-06-01,Sales & Marketing,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0110-06,EMP0110,2026-06-01,Sales & Marketing,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,No,Non-Compliant,High,HR & Compliance,2026-07-31,Open,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0110-07,EMP0110,2026-06-01,Sales & Marketing,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0110-08,EMP0110,2026-06-01,Sales & Marketing,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Available,Compliant,Low,HR & Compliance,,Closed,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0110-09,EMP0110,2026-06-01,Sales & Marketing,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0111-01,EMP0111,2026-06-01,Human Resources,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0111-02,EMP0111,2026-06-01,Human Resources,Photo ID Card,Photo identity card issued,Bangladesh Labour Act s.5,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0111-03,EMP0111,2026-06-01,Human Resources,Wage Payment Deadline,Wages paid within seven working days after wage period,Bangladesh Labour Act s.123,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0111-04,EMP0111,2026-06-01,Human Resources,Configured Wage Floor,Pay meets current sector/grade wage gazette configured by the user,Bangladesh Labour Act ss.138-140,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0111-05,EMP0111,2026-06-01,Human Resources,Overtime Rate,Overtime is paid at the legally required double-rate basis,Bangladesh Labour Act s.108,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0111-06,EMP0111,2026-06-01,Human Resources,Working Hours,"Daily/weekly limits, rest break and weekly holiday controls",Bangladesh Labour Act ss.100-103,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0111-07,EMP0111,2026-06-01,Human Resources,Leave Records,"Casual, sick, earned and festival leave records maintained",Bangladesh Labour Act ss.115-118,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0111-08,EMP0111,2026-06-01,Human Resources,Payroll TDS Evidence,Salary withholding reviewed and evidence retained,Income Tax Act 2023 / WHT Rules 2026,Missing,Non-Compliant,Medium,HR & Compliance,2026-07-31,Open,https://nbr.gov.bd/regulations/rules/income-tax-rules/eng
COMP-EMP0111-09,EMP0111,2026-06-01,Human Resources,Benefit Enrollment,Eligible employee benefits are recorded and administered,Labour Act/Rules and company policy,Compliant,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
COMP-EMP0112-01,EMP0112,2026-06-01,Production,Appointment Letter,Appointment letter issued and retained,Bangladesh Labour Act s.5 / Rules,Yes,Compliant,Low,HR & Compliance,,Closed,https://bdlaws.minlaw.gov.bd/act-print-952.html
